Index;Value
0;3,41999648930852
1;3,41299705642161
2;3,4104518080991
3;3,40472499937344
4;3,39836187856716
5;3,39327138192213
6;3,38881719735774
7;3,38245407655145
8;3,37545464366454
9;3,3722730832614
10;3,36590996245511
11;3,36209208997134
12;3,35572896916506
13;3,35191109668129
14;3,34682060003626
15;3,34173010339124
16;3,33536698258495
17;3,3296401738593
18;3,32709492553678
19;3,3207318047305
20;3,31755024432736
21;3,31118712352107
22;3,30673293895668
23;3,30291506647291
24;3,29655194566662
25;3,29082513694097
26;3,28637095237657
27;3,2825530798928
28;3,2780988953284
29;3,27109946244149
30;3,26982683828023
31;3,26410002955458
32;3,25964584499018
33;3,25264641210327
34;3,25010116378075
35;3,24501066713573
36;3,24055648257133
37;3,23737492216818
38;3,2310118013619
39;3,22910286512002
40;3,22337605639436
41;3,21892187182996
42;3,21383137518494
43;3,20810456645928
44;3,20683194229802
45;3,20110513357237
46;3,19983250941111
47;3,19156045236294
48;3,18901520404043
49;3,18583364363729
50;3,18137945907289
51;3,17756158658912
52;3,17310740202472
53;3,17056215370221
54;3,16547165705718
55;3,16292640873467
56;3,15783591208964
57;3,15401803960587
58;3,15210910336399
59;3,1457459825577
60;3,14383704631582
61;3,13811023759016
62;3,13492867718702
63;3,13238342886451
64;3,12856555638074
65;3,12474768389697
66;3,12220243557445
67;3,11838456309068
68;3,11265775436503
69;3,11265775436503
70;3,10756725772
71;3,10374938523623
72;3,10184044899435
73;3,09611364026869
74;3,0942047040268
75;3,09038683154303
76;3,08911420738178
77;3,08466002281738
78;3,08147846241424
79;3,07702427784984
80;3,07575165368858
81;3,07193378120481
82;3,06811590872104
83;3,06875222080167
84;3,06302541207602
85;3,0604801637535
86;3,05857122751162
87;3,05538966710848
88;3,0515717946247
89;3,04902654630219
90;3,04775392214093
91;3,04266342549591
92;3,04266342549591
93;3,03693661677025
94;3,03630030468962
95;3,03248243220585
96;3,0312098080446
97;3,02866455972208
98;3,02611931139957
99;3,02484668723831
100;3,02166512683517
101;3,02102881475454
102;3,01657463019014
103;3,01530200602889
104;3,01084782146449
105;3,00893888522261
106;3,00830257314198
107;3,00512101273883
108;3,00575732481946
109;3,00130314025506
110;3,00193945233569
111;2,99875789193255
112;2,99621264361004
113;2,99557633152941
114;2,9930310832069
115;2,99239477112627
116;2,99048583488438
117;2,98730427448124
118;2,98603165031998
119;2,98539533823936
120;2,98285008991684
121;2,98285008991684
122;2,98094115367496
123;2,97903221743307
124;2,97775959327181
125;2,97585065702993
126;2,97457803286867
127;2,97394172078804
128;2,9707601603849
129;2,97012384830427
130;2,9707601603849
131;2,96757859998176
132;2,96757859998176
133;2,9663059758205
134;2,96503335165925
135;2,96503335165925
136;2,96312441541736
137;2,96248810333673
138;2,96248810333673
139;2,96121547917548
140;2,96057916709485
141;2,95930654293359
142;2,95867023085296
143;2,95930654293359
144;2,95803391877234
145;2,95739760669171
146;2,95739760669171
147;2,95612498253045
