Index;Value
0;-0,573498128715055
1;-0,573498128715055
2;-0,574770752876312
3;-0,572861816634427
4;-0,577952313279455
5;-0,577316001198826
6;-0,576043377037569
7;-0,577952313279455
8;-0,576043377037569
9;-0,578588625360083
10;-0,579224937440711
11;-0,578588625360083
12;-0,574770752876312
13;-0,580497561601968
14;-0,579224937440711
15;-0,582406497843853
16;-0,584315434085738
17;-0,579861249521339
18;-0,582406497843853
19;-0,583042809924481
20;-0,583679122005109
21;-0,581770185763224
22;-0,584315434085738
23;-0,586860682408251
24;-0,585588058246994
25;-0,591951179053278
26;-0,592587491133907
27;-0,588133306569508
28;-0,585588058246994
29;-0,593223803214535
30;-0,591951179053278
31;-0,59131486697265
32;-0,593860115295163
33;-0,594496427375791
34;-0,591951179053278
35;-0,592587491133907
36;-0,598314299859561
37;-0,597041675698305
38;-0,596405363617676
39;-0,595769051537048
40;-0,595769051537048
41;-0,602132172343332
42;-0,601495860262704
43;-0,600859548182076
44;-0,597677987778933
45;-0,603404796504589
46;-0,602132172343332
47;-0,600859548182076
48;-0,607858981068987
49;-0,603404796504589
50;-0,60276848442396
51;-0,603404796504589
52;-0,604677420665845
53;-0,608495293149615
54;-0,605950044827102
55;-0,605313732746474
56;-0,604041108585217
57;-0,611040541472129
58;-0,611040541472129
59;-0,609131605230244
60;-0,60658635690773
61;-0,613585789794643
62;-0,6104042293915
63;-0,6104042293915
64;-0,616131038117156
65;-0,612313165633386
66;-0,6104042293915
67;-0,6104042293915
68;-0,614858413955899
69;-0,613585789794643
70;-0,612313165633386
71;-0,611676853552757
72;-0,612313165633386
73;-0,613585789794643
74;-0,619312598520297
75;-0,618039974359041
76;-0,616131038117156
77;-0,619948910600926
78;-0,618676286439669
79;-0,618676286439669
80;-0,621221534762182
81;-0,621221534762182
82;-0,615494726036528
83;-0,623766783084696
84;-0,622494158923439
85;-0,623130471004067
86;-0,623766783084696
87;-0,625675719326581
88;-0,624403095165325
89;-0,625039407245953
90;-0,629493591810351
91;-0,627584655568466
92;-0,62631203140721
93;-0,625039407245953
94;-0,63012990389098
95;-0,630766215971608
96;-0,632675152213493
97;-0,629493591810351
98;-0,631402528052236
99;-0,631402528052236
100;-0,633311464294121
101;-0,631402528052236
102;-0,632675152213493
103;-0,633947776374749
104;-0,632038840132865
105;-0,637129336777892
106;-0,635220400536006
107;-0,64158352134229
108;-0,63776564885852
109;-0,635220400536006
110;-0,639674585100405
111;-0,639038273019777
112;-0,643492457584175
113;-0,64158352134229
114;-0,639038273019777
115;-0,646037705906688
116;-0,647310330067945
117;-0,644765081745432
118;-0,646674017987317
119;-0,646674017987317
120;-0,647946642148574
121;-0,648582954229202
122;-0,649855578390459
123;-0,647310330067945
124;-0,649219266309831
125;-0,649855578390459
126;-0,647310330067945
127;-0,653037138793601
128;-0,653037138793601
129;-0,650491890471087
130;-0,654946075035485
131;-0,655582387116114
132;-0,654309762954857
133;-0,654946075035485
134;-0,654946075035485
135;-0,653673450874229
136;-0,658127635438627
137;-0,657491323357999
138;-0,658127635438627
139;-0,659400259599884
140;-0,657491323357999
141;-0,661945507922398
142;-0,659400259599884
143;-0,662581820003026
144;-0,66130919584177
145;-0,660036571680513
146;-0,658127635438627
147;-0,658763947519255
148;-0,665127068325539
149;-0,662581820003026
150;-0,663854444164283
151;-0,66130919584177
152;-0,664490756244911
153;-0,665763380406168
154;-0,665127068325539
155;-0,664490756244911
156;-0,672126501212452
157;-0,668944940809309
158;-0,668944940809309
159;-0,674035437454337
160;-0,67276281329308
161;-0,670217564970566
162;-0,673399125373708
163;-0,671490189131823
164;-0,675944373696222
165;-0,675944373696222
166;-0,67658068577685
167;-0,674035437454337
168;-0,679125934099363
169;-0,677216997857478
170;-0,677216997857478
171;-0,68039855826062
172;-0,677853309938106
173;-0,677216997857478
174;-0,677216997857478
175;-0,67658068577685
176;-0,681034870341248
177;-0,679762246179991
178;-0,679125934099363
179;-0,685489054905647
180;-0,682943806583133
181;-0,681671182421876
182;-0,686761679066904
183;-0,682307494502505
184;-0,686125366986275
185;-0,684852742825019
186;-0,68803430322816
187;-0,686761679066904
188;-0,689306927389417
189;-0,68803430322816
190;-0,68803430322816
191;-0,692488487792559
192;-0,689943239470045
193;-0,689943239470045
194;-0,692488487792559
195;-0,689306927389417
196;-0,695670048195701
197;-0,693761111953815
198;-0,696306360276329
199;-0,695033736115072
200;-0,692488487792559
201;-0,697578984437586
202;-0,695670048195701
203;-0,694397424034443
204;-0,696306360276329
205;-0,696306360276329
206;-0,696306360276329
207;-0,695033736115072
208;-0,700124232760099
209;-0,698215296518214
210;-0,698851608598843
211;-0,700124232760099
212;-0,698215296518214
213;-0,702669481082612
214;-0,705851041485754
215;-0,702669481082612
216;-0,702669481082612
217;-0,701396856921356
218;-0,705214729405126
219;-0,705214729405126
220;-0,708396289808268
221;-0,705214729405126
222;-0,710941538130781
223;-0,708396289808268
224;-0,712850474372666
225;-0,712850474372666
226;-0,708396289808268
227;-0,713486786453295
228;-0,714759410614551
229;-0,712850474372666
230;-0,716032034775808
231;-0,714123098533923
232;-0,71157785021141
233;-0,71539572269518
234;-0,716032034775808
235;-0,717304658937064
236;-0,71539572269518
237;-0,716668346856436
238;-0,712850474372666
239;-0,718577283098321
240;-0,719849907259579
241;-0,717304658937064
242;-0,712850474372666
243;-0,720486219340207
244;-0,717304658937064
245;-0,722395155582092
246;-0,722395155582092
247;-0,721122531420835
248;-0,724304091823977
249;-0,722395155582092
250;-0,722395155582092
251;-0,721758843501464
252;-0,727485652227118
253;-0,72303146766272
254;-0,727485652227118
255;-0,72684934014649
