Index;Value
0;0,303976230471451
1;0,293795237181397
2;0,281705307649458
3;0,269615378117519
4;0,256889136504952
5;0,24607183113427
6;0,23461821368296
7;0,225073532473535
8;0,211074666699711
9;0,19580317676463
10;0,184985871393948
11;0,174804878103894
12;0,162714948571955
13;0,150625019040016
14;0,137262465346821
15;0,127717784137396
16;0,118173102927971
17;0,107992109637917
18;0,0933569317834646
19;0,0831759384934108
20;0,073631257283985
21;0,0609050156714179
22;0,0475424619782228
23;0,037997780768797
24;0,0278167874787432
25;0,0163631700274331
26;0,00172799217298092
27;-0,00845300111707292
28;-0,0192703064877549
29;-0,0300876118584377
30;-0,0396322930678625
31;-0,0529948467610586
32;-0,0631758400511115
33;-0,0714478970992802
34;-0,0848104507924763
35;-0,0975366924050434
36;-0,109626621936982
37;-0,117898678985151
38;-0,128715984355833
39;-0,140169601807143
40;-0,150986907177826
41;-0,159258964225995
42;-0,170712581677305
43;-0,181529887047986
44;-0,194892440741183
45;-0,205073434031236
46;-0,213981803160033
47;-0,22289017228883
48;-0,233707477659512
49;-0,243888470949566
50;-0,255342088400877
51;-0,264886769610301
52;-0,27315882665847
53;-0,287157692432294
54;-0,297338685722348
55;-0,306883366931773
56;-0,315155423979942
57;-0,326609041431253
58;-0,334881098479421
59;-0,346334715930731
60;-0,353970460898272
61;-0,363515142107698
62;-0,375605071639636
63;-0,38578606492969
64;-0,394058121977858
65;-0,402966491106656
66;-0,411874860235453
67;-0,423328477686763
68;-0,429691598493046
69;-0,437963655541215
70;-0,448144648831269
71;-0,461507202524465
72;-0,469142947492005
73;-0,476778692459545
74;-0,485050749507714
75;-0,492686494475254
76;-0,502231175684679
77;-0,508594296490963
78;-0,516230041458503
79;-0,528956283071071
80;-0,538500964280496
81;-0,545500397167408
82;-0,55249983005432
83;-0,561408199183117
84;-0,570952880392542
85;-0,577316001198826
86;-0,586224370327623
87;-0,594496427375791
88;-0,604677420665845
89;-0,612313165633386
90;-0,619312598520297
91;-0,62631203140721
92;-0,635220400536006
93;-0,644765081745432
94;-0,651764514632344
95;-0,65685501127737
96;-0,664490756244911
97;-0,674035437454337
98;-0,683580118663762
99;-0,688670615308789
100;-0,695670048195701
101;-0,702669481082612
102;-0,712214162292038
103;-0,717940971017693
104;-0,724304091823977
105;-0,730030900549632
106;-0,738939269678429
107;-0,747211326726598
108;-0,752301823371624
109;-0,75802863209728
110;-0,766300689145448
111;-0,772663809951732
112;-0,777754306596758
113;-0,784117427403042
114;-0,789844236128697
115;-0,798116293176866
116;-0,805115726063779
117;-0,811478846870062
118;-0,817205655595717
119;-0,819750903918231
120;-0,8280229609664
121;-0,835658705933939
122;-0,840112890498338
123;-0,84329445090148
124;-0,851566507949649
125;-0,85856594083656
126;-0,863020125400959
127;-0,867474309965358
128;-0,873837430771641
129;-0,879564239497296
130;-0,88210948781981
131;-0,887199984464837
132;-0,894199417351748
133;-0,89738097775489
134;-0,903744098561174
135;-0,907561971044944
136;-0,912016155609343
137;-0,918379276415626
138;-0,924106085141282
139;-0,926651333463795
140;-0,931105518028193
141;-0,934923390511964
142;-0,939377575076362
143;-0,944468071721388
144;-0,949558568366416
145;-0,951467504608301
146;-0,955921689172699
147;-0,961012185817726
148;-0,964193746220868
149;-0,968647930785266
150;-0,969920554946524
151;-0,97501105159155
152;-0,980101548236577
153;-0,982646796559091
154;-0,985828356962232
155;-0,987737293204117
156;-0,99028254152663
157;-0,996009350252286
158;-1,00046353481668
159;-1,00237247105857
160;-1,00491771938108
161;-1,00619034354234
162;-1,01000821602611
163;-1,01446240059051
164;-1,01573502475177
165;-1,01637133683239
166;-1,02082552139679
167;-1,02400708179993
168;-1,02591601804182
169;-1,0278249542837
170;-1,03037020260622
171;-1,0322791388481
172;-1,03546069925124
173;-1,03418807508999
174;-1,0367333234125
175;-1,03927857173501
176;-1,0411875079769
177;-1,04246013213816
178;-1,04436906838004
179;-1,0456416925413
180;-1,04818694086381
181;-1,04755062878318
182;-1,04818694086381
183;-1,05073218918632
184;-1,05264112542821
185;-1,05136850126695
186;-1,05391374958947
187;-1,05264112542821
188;-1,05582268583135
189;-1,05645899791198
190;-1,05645899791198
191;-1,05518637375072
192;-1,05709530999261
193;-1,05773162207324
194;-1,05709530999261
195;-1,05582268583135
196;-1,05709530999261
197;-1,05709530999261
198;-1,05773162207324
199;-1,05709530999261
200;-1,05645899791198
201;-1,05645899791198
202;-1,05645899791198
203;-1,05709530999261
204;-1,05518637375072
205;-1,05391374958947
206;-1,05327743750884
207;-1,05264112542821
208;-1,05200481334758
209;-1,05200481334758
210;-1,04818694086381
211;-1,04945956502507
212;-1,04818694086381
213;-1,04627800462193
214;-1,04500538046067
215;-1,04246013213816
216;-1,04246013213816
217;-1,0411875079769
218;-1,03864225965439
219;-1,03609701133187
220;-1,03355176300936
221;-1,03164282676747
222;-1,03100651468685
223;-1,02846126636433
224;-1,02591601804182
225;-1,02337076971931
226;-1,02146183347742
227;-1,02082552139679
228;-1,01700764891302
