Index;Value
0;-1,10609134020099
1;-1,12009020597482
2;-1,13027119926487
3;-1,14108850463555
4;-1,15063318584498
5;-1,16272311537692
6;-1,17163148450571
7;-1,18053985363451
8;-1,19199347108582
9;-1,2028107764565
10;-1,21426439390781
11;-1,22508169927849
12;-1,23335375632666
13;-1,24289843753609
14;-1,2543520549874
15;-1,2632604241162
16;-1,27280510532562
17;-1,28425872277693
18;-1,29571234022824
19;-1,30334808519578
20;-1,31480170264709
21;-1,32434638385652
22;-1,33198212882406
23;-1,34216312211411
24;-1,35234411540417
25;-1,35997986037171
26;-1,36825191741988
27;-1,38161447111307
28;-1,39052284024187
29;-1,39815858520941
30;-1,40961220266072
31;-1,41788425970889
32;-1,42679262883768
33;-1,43633731004711
34;-1,44397305501465
35;-1,45160879998219
36;-1,46242610535287
37;-1,4719707865623
38;-1,47897021944921
39;-1,48787858857801
40;-1,49742326978743
41;-1,50505901475497
42;-1,51396738388377
43;-1,52287575301257
44;-1,53051149798011
45;-1,53814724294765
46;-1,54769192415707
47;-1,5572366053665
48;-1,56359972617278
49;-1,57187178322095
50;-1,57950752818849
51;-1,58714327315603
52;-1,59477901812357
53;-1,60305107517174
54;-1,61259575638117
55;-1,61959518926808
56;-1,6246856859131
57;-1,63232143088064
58;-1,63932086376756
59;-1,6469566087351
60;-1,65459235370264
61;-1,66031916242829
62;-1,66922753155709
63;-1,67686327652463
64;-1,68322639733091
65;-1,69022583021783
66;-1,69722526310474
67;-1,70486100807228
68;-1,71058781679793
69;-1,71758724968484
70;-1,72522299465238
71;-1,73158611545867
72;-1,73731292418432
73;-1,74494866915186
74;-1,75131178995815
75;-1,7570385986838
76;-1,76403803157072
77;-1,77167377653826
78;-1,77612796110265
79;-1,78249108190894
80;-1,79012682687648
81;-1,79648994768276
82;-1,79776257184402
83;-1,80603462889219
84;-1,81239774969847
85;-1,81621562218224
86;-1,82257874298852
87;-1,82894186379481
88;-1,83275973627858
89;-1,83975916916549
90;-1,84421335372989
91;-1,84930385037492
92;-1,85375803493931
93;-1,85884853158434
94;-1,86521165239062
95;-1,86966583695502
96;-1,87284739735816
97;-1,87921051816445
98;-1,88430101480947
99;-1,88811888729325
100;-1,89257307185764
101;-1,89893619266393
102;-1,90084512890581
103;-1,90529931347021
104;-1,91166243427649
105;-1,91166243427649
106;-1,91802555508278
107;-1,9231160517278
108;-1,92693392421157
109;-1,92947917253409
110;-1,93393335709849
111;-1,93902385374351
112;-1,9409327899854
113;-1,94347803830791
114;-1,94856853495294
115;-1,95111378327545
116;-1,95302271951734
117;-1,95747690408174
118;-1,96065846448488
119;-1,96256740072676
120;-1,96765789737179
121;-1,9702031456943
122;-1,97083945777493
123;-1,97338470609745
124;-1,97847520274247
125;-1,98038413898436
126;-1,98292938730687
127;-1,98547463562938
128;-1,98865619603253
129;-1,98929250811315
130;-1,99120144435504
131;-1,99438300475818
132;-1,99565562891944
133;-1,99947350140321
134;-2,00074612556446
135;-2,00265506180635
136;-2,00329137388698
137;-2,00647293429012
138;-2,00710924637075
139;-2,00774555845138
140;-2,00965449469326
141;-2,01092711885452
142;-2,01219974301578
143;-2,01219974301578
144;-2,01474499133829
145;-2,01347236717703
146;-2,01601761549955
147;-2,01856286382206
148;-2,01792655174143
149;-2,0172902396608
150;-2,01983548798332
151;-2,02047180006394
152;-2,01983548798332
153;-2,02110811214457
154;-2,0217444242252
155;-2,02047180006394
156;-2,02238073630583
157;-2,0217444242252
158;-2,01983548798332
159;-2,02110811214457
160;-2,0217444242252
161;-2,01919917590269
162;-2,01856286382206
163;-2,01919917590269
164;-2,01919917590269
165;-2,01856286382206
166;-2,01919917590269
167;-2,01665392758017
168;-2,01474499133829
169;-2,01665392758017
170;-2,01538130341892
171;-2,01347236717703
172;-2,01156343093515
173;-2,01156343093515
174;-2,00901818261263
175;-2,008381870532
176;-2,00710924637075
177;-2,00392768596761
178;-2,00392768596761
179;-2,00138243764509
180;-1,99883718932258
181;-1,99820087724195
182;-1,99692825308069
183;-1,99311038059692
184;-1,99183775643567
185;-1,99056513227441
186;-1,98483832354876
187;-1,98420201146813
188;-1,9835656993875
189;-1,9791115148231
190;-1,97720257858122
191;-1,97402101817807
192;-1,96956683361367
193;-1,9702031456943
194;-1,9657489611299
195;-1,96193108864613
196;-1,96129477656551
197;-1,95556796783985
198;-1,95238640743671
199;-1,95047747119482
200;-1,94729591079168
201;-1,94220541414666
202;-1,93966016582414
203;-1,936478605421
204;-1,93011548461472
205;-1,92629761213095
206;-1,92375236380843
207;-1,91866186716341
208;-1,91548030676026
209;-1,91293505843775
210;-1,90911718595398
211;-1,9027540651477
212;-1,89957250474456
213;-1,8938456960189
214;-1,8893915114545
215;-1,88557363897073
216;-1,88239207856759
217;-1,87666526984193
218;-1,87030214903565
219;-1,86712058863251
220;-1,86330271614874
221;-1,85693959534246
222;-1,8512127866168
223;-1,84739491413303
224;-1,83975916916549
225;-1,83721392084298
226;-1,83212342419795
227;-1,82448767923041
228;-1,82066980674664
229;-1,81557931010161
230;-1,8085798772147
231;-1,8041256926503
232;-1,79776257184402
233;-1,79076313895711
234;-1,78503633023145
235;-1,78121845774768
236;-1,77294640069951
237;-1,76849221613511
238;-1,76276540740946
239;-1,75322072620003
240;-1,74813022955501
241;-1,74113079666809
242;-1,73413136378118
243;-1,72840455505553
244;-1,72204143424924
245;-1,71567831344296
246;-1,70931519263668
247;-1,70295207183039
248;-1,69340739062097
249;-1,6895895181372
250;-1,6806811490084
251;-1,67240909196023
252;-1,66604597115395
253;-1,65968285034766
254;-1,6514107932995
255;-1,64632029665447
256;-1,63677561544504
257;-1,62723093423562
258;-1,62086781342933
259;-1,61386838054242
260;-1,60559632349425
261;-1,5998695147686
262;-1,5909611456398
263;-1,58396171275289
264;-1,57759859194661
265;-1,56805391073718
266;-1,5572366053665
267;-1,55214610872147
268;-1,54069249127016
269;-1,53432937046388
270;-1,52542100133508
271;-1,51651263220628
272;-1,50951319931937
273;-1,50251376643246
274;-1,49169646106178
275;-1,48215177985235
276;-1,47324341072356
277;-1,46433504159476
278;-1,45797192078847
279;-1,44779092749842
280;-1,43951887045025
281;-1,43188312548271
282;-1,42106582011203
283;-1,41088482682198
284;-1,40261276977381
285;-1,39243177648375
286;-1,38352340735496
287;-1,37525135030679
288;-1,36697929325862
289;-1,35934354829108
290;-1,35107149124291
291;-1,33898156171097
292;-1,32752794425966
293;-1,31925588721149
294;-1,30780226976018
295;-1,29825758855076
296;-1,29125815566384
297;-1,28044085029316
298;-1,26962354492248
299;-1,26262411203557
300;-1,25117049458426
301;-1,23844425297169
302;-1,22953588384289
303;-1,21871857847221
304;-1,20917389726279
305;-1,19899290397273
306;-1,19135715900519
307;-1,17926722947325
308;-1,1690862361832
309;-1,16081417913503
310;-1,14490637711932
311;-1,13599800799052
312;-1,1264533267811
313;-1,11563602141042
314;-1,10290977979785
315;-1,09527403483031
316;-1,08191148113711
317;-1,07173048784706
318;-1,06154949455701
319;-1,04882325294444
320;-1,03864225965439
321;-1,02718864220308
322;-1,01764396099365
323;-1,00491771938108
324;-0,995373038171658
325;-0,984555732800976
326;-0,971829491188409
327;-0,962284809978983
328;-0,948922256285788
329;-0,938104950915105
330;-0,926651333463795
331;-0,914561403931856
332;-0,903744098561174
333;-0,894199417351748
334;-0,881473175739181
335;-0,869383246207242
336;-0,857929628755932
337;-0,845839699223993
338;-0,832477145530798
339;-0,822932464321372
340;-0,810842534789433
341;-0,798116293176866
342;-0,789207924048069
343;-0,776481682435502
344;-0,766300689145448
345;-0,753574447532881
346;-0,741484518000942
347;-0,73066721263026
348;-0,720486219340207
349;-0,705214729405126
350;-0,695033736115072
351;-0,684216430744391
352;-0,670853877051194
353;-0,661945507922398
354;-0,644128769664803
355;-0,633311464294121
356;-0,619948910600926
357;-0,609767917310872
358;-0,596405363617676
359;-0,585588058246994
360;-0,574134440795684
361;-0,56013557502186
362;-0,549954581731806
363;-0,535319403877354
364;-0,521956850184159
365;-0,50986692065222
366;-0,498413303200909
367;-0,486959685749599
368;-0,473597132056403
369;-0,46341613876635
370;-0,450053585073154
371;-0,437327343460587
372;-0,422692165606135
373;-0,409965923993568
374;-0,397239682381
375;-0,386422377010319
376;-0,373696135397751
377;-0,359060957543298
378;-0,350152588414502
379;-0,336153722640677
380;-0,321518544786225
381;-0,308792303173658
382;-0,295429749480463
383;-0,284612444109781
384;-0,271249890416585
385;-0,259159960884647
386;-0,246433719272079
387;-0,233707477659512
388;-0,222253860208202
389;-0,205073434031236
390;-0,194256128660554
391;-0,182166199128615
392;-0,168167333354791
393;-0,158622652145366
394;-0,143987474290913
395;-0,12998860851709
396;-0,120443927307664
397;-0,107081373614469
398;-0,0892646353568747
399;-0,0778110179055638
400;-0,0644484642123686
401;-0,0542674709223148
402;-0,0434501655516328
403;-0,0313602360196938
404;-0,0192703064877549
405;-0,00590775279455968
406;0,00618217673737931
407;0,0233626029143448
408;0,0329072841237705
409;0,0449972136557086
410;0,0609050156714179
411;0,0710860089614718
412;0,0838122505740388
413;0,097811116347863
414;0,108628421718545
415;0,120718351250484
416;0,137898777427449
417;0,149988706959388
418;0,16080601233007
419;0,174804878103894
420;0,186258495555204
421;0,199621049248401
422;0,212983602941596
423;0,223800908312278
